question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
MS-LS3-019,MS-LS3,MS-LS3-1,conceptual,How does a mutation in a gene affect an organism's structure?,"Genes provide instructions for building proteins, and proteins make up and control the structures of the body. If a mutation alters or stops production of an important structural protein, the body structure that depends on it may develop incorrectly.",claude-4.6-sonnet-thinking,8.01
MS-LS3-020,MS-LS3,MS-LS3-2,conceptual,How do sperm and egg cells end up with only half the normal number of chromosomes?,"Sperm and egg cells are made through a process called meiosis, which splits the chromosome pairs so each sex cell carries only one chromosome from each pair instead of two.",claude-4.6-sonnet-thinking,6.14
MS-LS3-021,MS-LS3,MS-LS3-2,conceptual,Why can a strawberry plant produce a new plant from a runner without any seeds?,"The runner is a form of asexual reproduction where the new plant grows directly from the parent's tissue, copying the parent's DNA exactly without needing fertilization.",claude-4.6-sonnet-thinking,6.78
MS-LS3-022,MS-LS3,MS-LS3-1,applied,A plant has a mutation that causes it to produce more chlorophyll than normal plants. How might this affect the plant's ability to survive?,"This mutation could be beneficial because more chlorophyll means the plant can capture more sunlight and produce more food through photosynthesis, helping it grow and survive.",claude-4.6-sonnet-thinking,6.79
MS-LS3-023,MS-LS3,MS-LS3-1,applied,A mutation changes a protein in a person's eye so that it cannot detect the color red. What everyday situation might be affected by this change?,"The person would have trouble distinguishing red from green, which could make it difficult to read traffic lights or identify ripe fruit, since the protein needed to detect red light no longer works correctly.",claude-4.6-sonnet-thinking,8.09
MS-LS3-024,MS-LS3,MS-LS3-1,applied,A child is born with a mutation that prevents their body from making a protein that breaks down a certain sugar. What might happen when that child eats foods containing that sugar?,"The sugar would build up in the child's body because the enzyme protein needed to break it down is missing or nonfunctional, which could be harmful and lead to health problems.",claude-4.6-sonnet-thinking,6.88
MS-LS3-025,MS-LS3,MS-LS3-1,applied,A mutation causes a person's body to produce insulin that does not work properly. How would this affect the person after they eat a meal with sugar?,"Blood sugar levels would stay too high after eating because the faulty insulin protein cannot signal cells to absorb the sugar properly, which can lead to health problems like diabetes.",claude-4.6-sonnet-thinking,7.59
MS-LS3-026,MS-LS3,MS-LS3-1,applied,A mutation in a human gene changes one building block in a protein that carries oxygen in the blood. What body function might be affected?,"The ability to carry oxygen throughout the body could be reduced, since even a small change in a protein's structure can affect how well it works, similar to sickle cell anemia where misshapen red blood cells carry less oxygen.",claude-4.6-sonnet-thinking,7.22
MS-LS3-027,MS-LS3,MS-LS3-1,applied,A mutation causes a plant to produce a bitter-tasting chemical in its leaves. How might this affect insects that try to eat the plant?,"Insects would likely avoid eating the plant because of the bitter taste, making this mutation beneficial for the plant since it protects it from being eaten by pests.",claude-4.6-sonnet-thinking,6.3
MS-LS3-028,MS-LS3,MS-LS3-1,applied,"A cheetah is born with a mutation that affects the protein structure of its leg muscles, making it slightly slower than other cheetahs. How does this affect its survival?","This mutation would likely be harmful because cheetahs rely on their speed to catch prey, so a slower cheetah would have more difficulty getting food and might not survive as well.",claude-4.6-sonnet-thinking,7.97
MS-LS3-029,MS-LS3,MS-LS3-1,applied,A mutation occurs in a whale that allows it to produce more of a protein that helps store oxygen in muscles. How would this affect the whale's ability to dive?,The whale would likely be able to dive deeper and stay underwater longer because more oxygen-storing protein in the muscles means it has a bigger oxygen supply to use during long dives.,claude-4.6-sonnet-thinking,7.17
MS-LS3-030,MS-LS3,MS-LS3-1,applied,A mutation causes a type of bacteria to produce a protein that forms a thick outer coating. How might this help or hurt the bacteria?,"The thick outer coating could be beneficial for the bacteria because it may protect them from harsh environments, drying out, or attacks by immune system cells.",claude-4.6-sonnet-thinking,7.22
MS-LS3-031,MS-LS3,MS-LS3-2,applied,"A strawberry plant sends out a runner that grows into a new plant. Will the new plant have the same genetic information as the parent plant, or will it be different?","The new plant will have identical genetic information to the parent because runners are a form of asexual reproduction, which copies the parent's DNA exactly without combining genes from two parents.",claude-4.6-sonnet-thinking,6.82
MS-LS3-032,MS-LS3,MS-LS3-2,applied,Identical twins form when one fertilized egg splits into two. Fraternal twins form when two separate eggs are each fertilized by different sperm. Which pair would be more genetically similar to each other?,"Identical twins would be more genetically similar because they both came from the same fertilized egg and share the same DNA. Fraternal twins each received a different combination of genes from sexual reproduction, so they are as genetically different as regular siblings.",claude-4.6-sonnet-thinking,7.65
MS-LS3-033,MS-LS3,MS-LS3-2,applied,"A litter of puppies from the same mother and father all look a little different from each other. Is this what we would expect, and why does it happen?","Yes, this is expected from sexual reproduction. Each puppy receives a unique combination of genes from the mother and father, resulting in genetic variation among the offspring.",claude-4.6-sonnet-thinking,5.93
MS-LS3-034,MS-LS3,MS-LS3-2,applied,A potato grower plants pieces of potato (each with an 'eye' bud) to grow new potato plants. Will these new plants be genetically identical to the parent potato?,"Yes, growing plants from potato eyes is asexual reproduction, so all the new plants will have the same genetic information as the parent potato plant.",claude-4.6-sonnet-thinking,8.83
MS-LS3-035,MS-LS3,MS-LS3-2,applied,You see that all four children in a family look somewhat different from each other and neither parent. Is this the expected outcome of sexual reproduction?,"Yes, this is expected from sexual reproduction. Each child receives a unique combination of genes from both parents, so siblings are genetically different from each other and from their parents.",claude-4.6-sonnet-thinking,9.0
MS-LS3-036,MS-LS3,MS-LS3-2,applied,"A spider plant grows small 'baby' plants on long stems, which is asexual reproduction. If the parent spider plant has striped green-and-white leaves, what color pattern would you predict for the baby plants?","The baby plants would also have striped green-and-white leaves because they are genetically identical copies of the parent plant, produced through asexual reproduction.",claude-4.6-sonnet-thinking,8.01
MS-LS3-037,MS-LS3,MS-LS3-2,applied,A corn farmer cross-pollinates two different corn plants. Would the seeds produced have more or less genetic variation than seeds produced by a plant that fertilizes itself?,"Cross-pollination between two different plants produces more genetic variation because the offspring receive different gene combinations from two genetically distinct parents, increasing the variety among seeds.",claude-4.6-sonnet-thinking,8.47
MS-LS3-038,MS-LS3,MS-LS3-2,applied,A garden center sells rose bushes all grown as cuttings from one champion rose plant. Would you expect all these rose bushes to produce the same color flowers as the original champion plant?,"Yes, because the cuttings are produced through asexual reproduction, all the rose bushes are genetic copies of the original plant and should produce the same color flowers.",claude-4.6-sonnet-thinking,8.37
MS-LS3-039,MS-LS3,MS-LS3-2,applied,"A onion can sprout a new plant directly from its bulb without producing seeds. Is this asexual or sexual reproduction, and what does that mean for the new plant's genes?","This is asexual reproduction, so the new onion plant will have the exact same genetic information as the original bulb — no genetic variation is introduced.",claude-4.6-sonnet-thinking,7.57
